Name,V1,V2,E1,E2,EAlphaHat,D1,D2,AddedNodes,EdgesPerAddedNode,AddedEdges,RemovedEdges,Accuracy,NodeCorrectness,Time,Generated,Alignment,Corrects,Mistakes,FP,FN,FBetaStar,NodeCorrectness,Time,Generated,Alignment,Corrects,Mistakes,FP,FN,SameAlignment?,DeltaGenerated,DeltaTime,%generated,%time
ER-12-9-1595193788194,12,14,9,15,11.0,0.13636363636363635,0.16483516483516483,2,2,5,3,0.9848484848484849,0.3333333333333333,1213,5315261,1 3 2 13 10 14 7 4 9 11 5 12 ,65.0,1.0,1.0,0.0,0.9356725146198831,0.3333333333333333,1240,5573526,1 3 2 13 10 14 7 4 9 11 5 12 ,65.0,1.0,1.0,0.0,True,-258265,-27,-4,-2


ER-12-10-1595193788194,12,14,10,16,12.0,0.15151515151515152,0.17582417582417584,2,2,3,1,0.9696969696969697,0.16666666666666666,2106,8161105,7 5 8 11 2 14 6 1 9 4 10 12 ,64.0,2.0,1.0,1.0,0.9242424242424242,0.3333333333333333,2654,9494468,1 5 6 11 2 3 8 7 9 10 4 12 ,64.0,2.0,0.0,2.0,False,-1333363,-548,-16,-26
ER-12-10-1595193788194,12,14,10,16,12.0,0.15151515151515152,0.17582417582417584,2,2,4,2,0.9848484848484849,0.08333333333333333,1184,5149101,1 9 6 3 14 11 5 13 7 2 12 4 ,65.0,1.0,0.0,1.0,0.9606299212598426,0.08333333333333333,1325,5988893,1 9 6 3 14 11 5 13 7 2 12 4 ,65.0,1.0,0.0,1.0,True,-839792,-141,-16,-11
ER-12-10-1595193788194,12,14,10,16,12.0,0.15151515151515152,0.17582417582417584,2,2,5,3,0.9545454545454546,0.16666666666666666,1685,7412647,5 8 1 11 13 2 6 7 9 10 4 14 ,63.0,3.0,1.0,2.0,0.8645669291338584,0.16666666666666666,1608,7057076,5 8 1 11 13 2 6 7 9 10 4 14 ,63.0,3.0,1.0,2.0,True,355571,77,4,4
ER-12-11-1595193788195,12,14,11,17,13.0,0.16666666666666666,0.18681318681318682,2,2,3,1,0.9848484848484849,0.16666666666666666,6291,27614212,1 7 3 8 14 12 2 4 13 11 10 6 ,65.0,1.0,0.0,1.0,0.9634551495016612,0.16666666666666666,5485,24362290,1 7 3 8 14 12 2 4 13 11 10 6 ,65.0,1.0,0.0,1.0,True,3251922,806,11,12
ER-12-11-1595193788195,12,14,11,17,13.0,0.16666666666666666,0.18681318681318682,2,2,4,2,0.9545454545454546,0.25,17878,77379152,12 2 1 5 3 6 10 13 8 14 11 7 ,63.0,3.0,2.0,1.0,0.8758683177287828,0.25,18773,80161270,12 2 1 5 3 6 14 13 4 7 11 10 ,63.0,3.0,1.0,2.0,False,-2782118,-895,-3,-5
ER-12-11-1595193788195,12,14,11,17,13.0,0.16666666666666666,0.18681318681318682,2,2,5,3,0.9545454545454546,0.3333333333333333,19235,81962200,5 2 13 4 14 6 12 3 1 7 11 10 ,63.0,3.0,2.0,1.0,0.8758683177287828,0.25,16635,73253035,7 2 1 8 14 6 12 3 5 13 11 9 ,63.0,3.0,1.0,2.0,False,8709165,2600,10,13
ER-12-12-1595193788196,12,14,12,18,14.0,0.18181818181818182,0.1978021978021978,2,2,3,1,0.9696969696969697,0.3333333333333333,1115,4673003,1 14 2 7 5 8 4 6 13 10 9 12 ,64.0,2.0,1.0,1.0,0.9166666666666666,0.3333333333333333,1772,7425459,1 14 2 7 5 8 4 6 13 10 9 12 ,64.0,2.0,1.0,1.0,True,-2752456,-657,-58,-58
ER-12-12-1595193788196,12,14,12,18,14.0,0.18181818181818182,0.1978021978021978,2,2,4,2,0.9545454545454546,0.5833333333333334,2938,12145078,5 3 11 4 1 6 7 8 9 10 13 12 ,63.0,3.0,0.0,3.0,0.9042553191489362,0.5833333333333334,3749,15816621,5 3 11 4 1 6 7 8 9 10 13 12 ,63.0,3.0,0.0,3.0,True,-3671543,-811,-30,-27
ER-12-12-1595193788196,12,14,12,18,14.0,0.18181818181818182,0.1978021978021978,2,2,5,3,0.9696969696969697,0.0,626,2604823,2 3 11 14 13 10 8 6 1 4 12 9 ,64.0,2.0,1.0,1.0,0.9340659340659341,0.3333333333333333,855,3596426,5 8 14 11 1 6 3 2 9 10 7 12 ,64.0,2.0,0.0,2.0,False,-991603,-229,-38,-36
ER-12-13-1595193788196,12,14,13,19,15.0,0.19696969696969696,0.2087912087912088,2,2,3,1,0.9545454545454546,0.16666666666666666,6684,28274695,7 6 4 3 5 2 12 1 9 8 13 11 ,63.0,3.0,2.0,1.0,0.8750252372299616,0.16666666666666666,6504,28254675,7 6 4 3 5 2 12 1 9 8 13 11 ,63.0,3.0,2.0,1.0,True,20020,180,0,2
ER-12-13-1595193788196,12,14,13,19,15.0,0.19696969696969696,0.2087912087912088,2,2,4,2,0.9393939393939394,0.08333333333333333,5607,22962476,4 12 10 6 8 2 7 9 1 3 13 14 ,62.0,4.0,2.0,2.0,0.865934065934066,0.08333333333333333,6191,26411592,2 12 10 6 4 11 7 9 1 3 13 14 ,62.0,4.0,1.0,3.0,False,-3449116,-584,-15,-10
ER-12-13-1595193788196,12,14,13,19,15.0,0.19696969696969696,0.2087912087912088,2,2,5,3,0.9696969696969697,0.8333333333333334,4267,17941046,1 2 3 4 5 13 14 8 9 10 11 12 ,64.0,2.0,2.0,0.0,0.9230769230769231,0.25,4896,20693939,1 8 10 7 12 4 14 5 9 3 11 2 ,64.0,2.0,1.0,1.0,False,-2752893,-629,-15,-14
ER-12-14-1595193788197,12,14,14,20,16.0,0.21212121212121213,0.21978021978021978,2,2,3,1,0.9696969696969697,0.08333333333333333,1666,7257067,13 7 14 4 11 8 6 9 1 12 10 5 ,64.0,2.0,2.0,0.0,0.9137466307277629,0.08333333333333333,2066,9076735,13 7 14 4 11 8 6 9 1 12 10 5 ,64.0,2.0,2.0,0.0,True,-1819668,-400,-25,-24
ER-12-14-1595193788197,12,14,14,20,16.0,0.21212121212121213,0.21978021978021978,2,2,4,2,0.9393939393939394,0.08333333333333333,3851,16668281,4 2 11 7 12 5 3 13 8 14 9 1 ,62.0,4.0,2.0,2.0,0.8571428571428571,0.08333333333333333,4935,21255845,4 2 11 7 12 5 3 13 8 14 9 1 ,62.0,4.0,2.0,2.0,True,-4587564,-1084,-27,-28
ER-12-14-1595193788197,12,14,14,20,16.0,0.21212121212121213,0.21978021978021978,2,2,5,3,0.9545454545454546,0.4166666666666667,2497,10962464,1 2 3 8 10 13 6 4 9 12 11 14 ,63.0,3.0,2.0,1.0,0.9006744328632741,0.16666666666666666,2524,11085383,9 7 1 8 11 6 2 14 4 3 10 12 ,63.0,3.0,1.0,2.0,False,-122919,-27,-1,-1
ER-12-15-1595193788198,12,14,15,21,17.0,0.22727272727272727,0.23076923076923078,2,2,3,1,0.9393939393939394,1.0,2241,9781765,1 2 3 4 5 6 7 8 9 10 11 12 ,62.0,4.0,1.0,3.0,0.8818627450980392,1.0,2084,9191831,1 2 3 4 5 6 7 8 9 10 11 12 ,62.0,4.0,1.0,3.0,True,589934,157,6,7
ER-12-15-1595193788198,12,14,15,21,17.0,0.22727272727272727,0.23076923076923078,2,2,4,2,0.9393939393939394,0.25,3132,13790393,1 14 3 6 11 13 7 10 4 2 5 9 ,62.0,4.0,2.0,2.0,0.8666666666666667,0.25,3636,16043161,1 14 3 6 11 13 7 10 4 2 5 9 ,62.0,4.0,2.0,2.0,True,-2252768,-504,-16,-16
ER-12-15-1595193788198,12,14,15,21,17.0,0.22727272727272727,0.23076923076923078,2,2,5,3,0.9242424242424242,0.08333333333333333,5086,22233929,1 5 12 7 10 14 4 6 11 13 9 3 ,61.0,5.0,1.0,4.0,0.8581991651759093,0.08333333333333333,3806,16542526,1 5 12 7 10 14 4 6 11 13 9 3 ,61.0,5.0,1.0,4.0,True,5691403,1280,25,25
ER-12-16-1595193788198,12,14,16,22,18.0,0.24242424242424243,0.24175824175824176,2,2,3,1,0.9393939393939394,1.0,10694,45928197,1 2 3 4 5 6 7 8 9 10 11 12 ,62.0,4.0,1.0,3.0,0.8884803921568627,1.0,13196,56574885,1 2 3 4 5 6 7 8 9 10 11 12 ,62.0,4.0,1.0,3.0,True,-10646688,-2502,-23,-23
ER-12-16-1595193788198,12,14,16,22,18.0,0.24242424242424243,0.24175824175824176,2,2,4,2,0.9393939393939394,0.16666666666666666,14737,64854340,1 5 3 10 2 8 11 4 12 13 7 6 ,62.0,4.0,2.0,2.0,0.8884803921568627,0.0,19935,87297361,11 12 7 5 4 8 3 6 10 9 1 2 ,62.0,4.0,1.0,3.0,False,-22443021,-5198,-34,-35
ER-12-16-1595193788198,12,14,16,22,18.0,0.24242424242424243,0.24175824175824176,2,2,5,3,0.9393939393939394,0.0,8460,36197448,8 11 13 10 9 12 1 2 5 3 14 6 ,62.0,4.0,3.0,1.0,0.8599452554744526,0.0,15075,65786244,8 11 13 10 9 12 1 2 5 3 14 6 ,62.0,4.0,3.0,1.0,True,-29588796,-6615,-81,-78
ER-12-17-1595193788199,12,14,17,23,19.0,0.25757575757575757,0.25274725274725274,2,2,3,1,0.9696969696969697,0.5833333333333334,26553,115759943,1 2 3 5 4 6 14 8 7 10 13 12 ,64.0,2.0,1.0,1.0,0.9411764705882353,0.5833333333333334,47562,210989314,1 2 3 5 4 6 14 8 7 10 13 12 ,64.0,2.0,1.0,1.0,True,-95229371,-21009,-82,-79
ER-12-17-1595193788199,12,14,17,23,19.0,0.25757575757575757,0.25274725274725274,2,2,4,2,0.9393939393939394,1.0,35955,151227662,1 2 3 4 5 6 7 8 9 10 11 12 ,62.0,4.0,1.0,3.0,0.894392844857241,1.0,71825,268868898,1 2 3 4 5 6 7 8 9 10 11 12 ,62.0,4.0,1.0,3.0,True,-117641236,-35870,-77,-99
ER-12-17-1595193788199,12,14,17,23,19.0,0.25757575757575757,0.25274725274725274,2,2,5,3,0.9090909090909091,0.75,95298,356710347,14 2 3 4 5 9 7 8 1 10 11 12 ,60.0,6.0,3.0,3.0,0.8384932920536635,1.0,181918,700179171,1 2 3 4 5 6 7 8 9 10 11 12 ,60.0,6.0,2.0,4.0,False,-343468824,-86620,-96,-90
ER-12-18-1595193788199,12,14,18,24,20.0,0.2727272727272727,0.26373626373626374,2,2,3,1,0.9696969696969697,0.8333333333333334,3174,13184025,1 2 4 13 5 6 7 8 9 10 11 12 ,64.0,2.0,2.0,0.0,0.9354005167958657,0.8333333333333334,3404,14345850,1 2 4 13 5 6 7 8 9 10 11 12 ,64.0,2.0,2.0,0.0,True,-1161825,-230,-8,-7
ER-12-18-1595193788199,12,14,18,24,20.0,0.2727272727272727,0.26373626373626374,2,2,4,2,0.9393939393939394,0.08333333333333333,1198,4979424,2 1 11 5 4 10 8 7 9 6 13 3 ,62.0,4.0,2.0,2.0,0.888888888888889,0.08333333333333333,1399,5819788,2 1 11 5 4 10 8 7 9 6 13 3 ,62.0,4.0,2.0,2.0,True,-840364,-201,-16,-16
ER-12-18-1595193788199,12,14,18,24,20.0,0.2727272727272727,0.26373626373626374,2,2,5,3,0.9090909090909091,0.08333333333333333,6616,26841554,3 11 8 7 12 10 6 5 9 4 2 14 ,60.0,6.0,3.0,3.0,0.8333333333333335,0.08333333333333333,7036,28749188,3 11 8 7 12 10 6 5 9 4 2 14 ,60.0,6.0,3.0,3.0,True,-1907634,-420,-7,-6
ER-12-19-1595193788226,12,14,19,25,21.0,0.2878787878787879,0.27472527472527475,2,2,3,1,0.9545454545454546,0.9166666666666666,3333,13908934,1 2 3 4 5 6 7 8 9 10 11 14 ,63.0,3.0,0.0,3.0,0.9336437718277065,0.9166666666666666,4441,18489678,1 2 3 4 5 6 7 8 9 10 11 14 ,63.0,3.0,0.0,3.0,True,-4580744,-1108,-32,-33
ER-12-19-1595193788226,12,14,19,25,21.0,0.2878787878787879,0.27472527472527475,2,2,4,2,0.9545454545454546,0.08333333333333333,2754,11447369,10 14 1 12 5 8 9 7 4 2 6 3 ,63.0,3.0,2.0,1.0,0.916448208644216,0.08333333333333333,3210,13553627,10 14 1 12 5 8 9 7 4 2 6 3 ,63.0,3.0,2.0,1.0,True,-2106258,-456,-18,-16
ER-12-19-1595193788226,12,14,19,25,21.0,0.2878787878787879,0.27472527472527475,2,2,5,3,0.9696969696969697,1.0,4438,18433101,1 2 3 4 5 6 7 8 9 10 11 12 ,64.0,2.0,0.0,2.0,0.9547619047619048,1.0,5919,24453288,1 2 3 4 5 6 7 8 9 10 11 12 ,64.0,2.0,0.0,2.0,True,-6020187,-1481,-32,-33
ER-12-20-1595193788228,12,14,20,26,22.0,0.30303030303030304,0.2857142857142857,2,2,3,1,0.9696969696969697,0.8333333333333334,3340,14577152,1 2 3 5 4 6 7 8 9 10 11 12 ,64.0,2.0,0.0,2.0,0.9567099567099567,0.8333333333333334,9733,41941260,1 2 3 5 4 6 7 8 9 10 11 12 ,64.0,2.0,0.0,2.0,True,-27364108,-6393,-187,-191
ER-12-20-1595193788228,12,14,20,26,22.0,0.30303030303030304,0.2857142857142857,2,2,4,2,0.9242424242424242,0.6666666666666666,20186,84961585,1 2 3 5 14 6 7 8 4 10 13 12 ,61.0,5.0,3.0,2.0,0.8800884955752213,0.8333333333333334,53150,225168480,1 2 3 5 14 6 7 8 9 10 11 12 ,61.0,5.0,2.0,3.0,False,-140206895,-32964,-165,-163
ER-12-20-1595193788228,12,14,20,26,22.0,0.30303030303030304,0.2857142857142857,2,2,5,3,0.9242424242424242,0.25,16498,71758544,8 11 2 7 3 13 1 5 9 10 14 12 ,61.0,5.0,2.0,3.0,0.8800884955752213,0.25,32322,141013570,8 11 2 7 3 13 1 5 9 10 14 12 ,61.0,5.0,2.0,3.0,True,-69255026,-15824,-96,-95
ER-12-6-1595193788189,10,12,6,12,8.0,0.13333333333333333,0.18181818181818182,2,2,3,1,1.0,0.0,16,81365,7 3 4 11 6 2 1 9 5 12 ,45.0,0.0,0.0,0.0,1.0,0.0,16,75791,7 3 4 11 6 2 1 9 5 12 ,45.0,0.0,0.0,0.0,True,5574,0,6,0
ER-12-6-1595193788189,10,12,6,12,8.0,0.13333333333333333,0.18181818181818182,2,2,4,2,0.9777777777777777,0.0,61,267069,3 12 6 5 2 9 10 1 4 8 ,44.0,1.0,0.0,1.0,0.9433962264150944,0.0,46,216649,3 12 6 5 2 9 10 1 4 8 ,44.0,1.0,0.0,1.0,True,50420,15,18,24
ER-12-6-1595193788189,10,12,6,12,8.0,0.13333333333333333,0.18181818181818182,2,2,5,3,1.0,0.0,16,66710,10 5 1 2 7 9 6 4 12 11 ,45.0,0.0,0.0,0.0,1.0,0.0,14,67820,10 5 1 2 7 9 6 4 12 11 ,45.0,0.0,0.0,0.0,True,-1110,2,-1,12
ER-12-7-1595193788191,12,14,7,13,9.0,0.10606060606060606,0.14285714285714285,2,2,3,1,0.9545454545454546,0.16666666666666666,24632,117070177,4 10 13 6 11 1 7 12 9 5 2 8 ,63.0,3.0,2.0,1.0,0.8133472367049009,0.6666666666666666,86564,414857776,10 1 3 4 13 6 7 8 9 5 11 12 ,63.0,3.0,1.0,2.0,False,-297787599,-61932,-254,-251
ER-12-7-1595193788191,12,14,7,13,9.0,0.10606060606060606,0.14285714285714285,2,2,4,2,0.9848484848484849,0.25,15562,73122817,1 12 3 13 4 5 6 9 7 10 2 14 ,65.0,1.0,0.0,1.0,0.948905109489051,0.25,52495,249719672,1 12 3 13 4 5 6 9 7 10 2 14 ,65.0,1.0,0.0,1.0,True,-176596855,-36933,-241,-237
ER-12-7-1595193788191,12,14,7,13,9.0,0.10606060606060606,0.14285714285714285,2,2,5,3,0.9696969696969697,0.25,23006,110391813,2 14 3 12 6 10 5 1 9 7 11 13 ,64.0,2.0,1.0,1.0,0.8571428571428571,0.25,80722,389716891,2 14 3 12 6 10 5 1 9 7 11 13 ,64.0,2.0,1.0,1.0,True,-279325078,-57716,-253,-250
ER-12-8-1595193788193,12,14,8,14,10.0,0.12121212121212122,0.15384615384615385,2,2,3,1,0.9696969696969697,0.0,1044,4924831,7 6 4 8 10 1 12 11 3 9 13 2 ,64.0,2.0,0.0,2.0,0.9111111111111111,0.0,1683,7890531,7 6 4 8 10 1 12 11 3 9 13 2 ,64.0,2.0,0.0,2.0,True,-2965700,-639,-60,-61
ER-12-8-1595193788193,12,14,8,14,10.0,0.12121212121212122,0.15384615384615385,2,2,4,2,0.9545454545454546,0.0,3490,15884694,12 10 14 1 9 7 2 4 3 11 5 6 ,63.0,3.0,1.0,2.0,0.8343023255813953,0.0,3905,18238684,12 10 14 1 9 7 2 4 3 11 5 6 ,63.0,3.0,1.0,2.0,True,-2353990,-415,-14,-11
ER-12-8-1595193788193,12,14,8,14,10.0,0.12121212121212122,0.15384615384615385,2,2,5,3,0.9545454545454546,0.08333333333333333,3209,14158027,4 6 1 2 10 13 11 3 9 7 8 5 ,63.0,3.0,1.0,2.0,0.8343023255813953,0.08333333333333333,3118,14425273,4 6 1 2 10 13 11 3 9 7 8 5 ,63.0,3.0,1.0,2.0,True,-267246,91,-1,2
ER-12-9-1595193788194,12,14,9,15,11.0,0.13636363636363635,0.16483516483516483,2,2,3,1,0.9848484848484849,0.0,390,1727658,8 10 6 14 13 5 2 3 7 11 1 4 ,65.0,1.0,0.0,1.0,0.957345971563981,0.0,330,1461872,8 10 6 14 13 5 2 3 7 11 1 4 ,65.0,1.0,0.0,1.0,True,265786,60,15,15
ER-12-9-1595193788194,12,14,9,15,11.0,0.13636363636363635,0.16483516483516483,2,2,4,2,0.9696969696969697,0.8333333333333334,2551,12008457,8 2 3 4 5 6 7 1 9 10 11 12 ,64.0,2.0,0.0,2.0,0.9181818181818182,0.8333333333333334,2053,9634367,8 2 3 4 5 6 7 1 9 10 11 12 ,64.0,2.0,0.0,2.0,True,2374090,498,19,19
ER-12-9-1595193788194,12,14,9,15,11.0,0.13636363636363635,0.16483516483516483,2,2,5,3,0.9848484848484849,0.3333333333333333,1150,5315261,1 3 2 13 10 14 7 4 9 11 5 12 ,65.0,1.0,1.0,0.0,0.9303396660909614,0.3333333333333333,927,4299040,1 3 2 13 10 14 7 4 9 11 5 12 ,65.0,1.0,1.0,0.0,True,1016221,223,19,19
